artist,song,song_name_len,duration_ms,explicit,year,popularity,hot,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,pop,rock,hiphop,dance,folk,rnb,latin
David Guetta,Titanium (feat. Sia),20,245040,FALSE,2012,79,1,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Jessie J,Domino,6,231840,FALSE,2011,74,0,0.758,0.557,7,-4.568,1,0.034,0.0117,0,0.0418,0.781,126.986,"hip hop, pop",1,0,1,0,0,0,0
Taylor Swift,I Knew You Were Trouble.,24,219720,FALSE,2012,59,0,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019,pop,1,0,0,0,0,0,0
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),37,197131,TRUE,2012,61,0,0.646,0.784,1,-7.471,0,0.108,0.0166,0,0.0721,0.179,127.839,"hip hop, pop",1,0,1,0,0,0,0
P!nk,Try,3,247906,FALSE,2012,76,1,0.674,0.628,2,-7.079,1,0.03,0.00144,0,0.0944,0.552,103.998,pop,1,0,0,0,0,0,0
Robbie Williams,Candy,5,201053,FALSE,2012,68,0,0.715,0.791,10,-6.63,1,0.0414,0.0368,0,0.0694,0.879,116.043,"pop, rock",1,1,0,0,0,0,0
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",37,207333,TRUE,2011,77,1,0.715,0.655,0,-6.425,1,0.137,0.0525,0,0.115,0.531,95.078,"hip hop, pop",1,0,1,0,0,0,0
Justin Bieber,As Long As You Love Me,22,229466,FALSE,2012,67,0,0.571,0.873,0,-3.382,0,0.1,0.0811,0,0.361,0.613,139.691,pop,1,0,0,0,0,0,0
Rita Ora,R.I.P. (feat. Tinie Tempah),27,228026,FALSE,2012,46,0,0.603,0.831,11,-3.443,0,0.0479,0.027,0,0.652,0.358,72.022,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Alex Clare,Too Close,9,256613,FALSE,2011,60,0,0.588,0.694,11,-4.278,0,0.0387,0.00948,0,0.113,0.271,126.027,rock,0,1,0,0,0,0,0
Tyga,Faded,5,206666,TRUE,2012,58,0,0.831,0.667,1,-8.438,1,0.188,0.0103,0,0.35,0.339,95.073,"hip hop, pop",1,0,1,0,0,0,0
Alesso,Years - ???????????????????????????,35,195480,FALSE,2012,0,0,0.37,0.823,2,-6.245,1,0.0805,0.00234,1.91E-06,0.174,0.323,128.008,"pop, Dance/Electronic",1,0,0,1,0,0,0
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),32,250080,FALSE,2012,0,0,0.61,0.863,5,-2.632,0,0.206,0.186,0,0.097,0.508,83.993,pop,1,0,0,0,0,0,0
Katy Perry,The One That Got Away,21,227333,FALSE,2012,72,0,0.687,0.792,1,-4.023,0,0.0353,0.000802,0,0.2,0.864,133.962,pop,1,0,0,0,0,0,0
Avicii,Silhouettes - Original Radio Edit,33,211880,FALSE,2012,53,0,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,"pop, Dance/Electronic",1,0,0,1,0,0,0
Gotye,Somebody That I Used To Know,28,244884,FALSE,2011,57,0,0.863,0.527,0,-6.896,1,0.0358,0.607,0.000168,0.107,0.674,129.054,set(),0,0,0,0,0,0,0
Flo Rida,Wild Ones (feat. Sia),21,232946,FALSE,2012,77,1,0.608,0.86,5,-5.324,0,0.0554,0.0991,0,0.262,0.437,127.075,"hip hop, pop",1,0,1,0,0,0,0
One Direction,What Makes You Beautiful,24,199986,FALSE,2012,82,1,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,pop,1,0,0,0,0,0,0
Lana Del Rey,Born To Die,11,286253,FALSE,2012,53,0,0.18,0.636,4,-6.591,0,0.0439,0.209,0.000133,0.217,0.39,75.223,pop,1,0,0,0,0,0,0
Kesha,C'Mon,5,214333,FALSE,2012,0,0,0.558,0.781,1,-5.448,0,0.0963,0.00657,0.00144,0.102,0.286,126.025,"pop, Dance/Electronic",1,0,0,1,0,0,0
Owl City,Good Time,9,205933,FALSE,2012,77,1,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98E-06,0.371,0.682,126.05,"rock, pop",1,1,0,0,0,0,0
Calvin Harris,We'll Be Coming Back (feat. Example),36,234360,FALSE,2012,62,0,0.596,0.952,7,-4.364,1,0.0873,0.00131,0,0.598,0.571,127.945,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Emeli Sand??,"Read All About It, Pt. III",26,283706,FALSE,2012,65,0,0.63,0.44,2,-7.186,1,0.0249,0.822,3.87E-06,0.0926,0.343,98.082,"pop, R&B",1,0,0,0,0,1,0
Ellie Goulding,Lights - Single Version,23,210853,FALSE,2010,63,0,0.682,0.795,8,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008,"pop, rock, Dance/Electronic",1,1,0,1,0,0,0
Train,Drive By,8,195973,FALSE,2012,77,1,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06E-05,0.0801,0.721,122.028,pop,1,0,0,0,0,0,0
Disclosure,Latch,5,255631,FALSE,2013,74,0,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45E-05,0.0895,0.521,121.985,"pop, Dance/Electronic",1,0,0,1,0,0,0
Coldplay,Princess of China,17,239215,FALSE,2011,66,0,0.42,0.69,9,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014,"rock, pop",1,1,0,0,0,0,0
One Direction,Live While We're Young,22,200186,FALSE,2012,0,0,0.658,0.837,2,-2.063,1,0.0543,0.0629,0,0.0969,0.936,126.015,pop,1,0,0,0,0,0,0
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),32,222213,TRUE,2011,61,0,0.716,0.838,10,-4.289,1,0.0513,0.134,0,0.148,0.646,130.034,"hip hop, pop",1,0,1,0,0,0,0
Carrie Underwood,Blown Away,10,240133,FALSE,2012,63,0,0.531,0.843,9,-2.569,0,0.0429,0.0909,0,0.0283,0.392,136.991,"pop, country",1,0,0,0,0,0,0
alt-J,Breezeblocks,12,227080,FALSE,2012,71,0,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,rock,0,1,0,0,0,0,0
Chris Brown,Don't Wake Me Up,16,222306,FALSE,2012,62,0,0.602,0.691,7,-5.197,0,0.051,0.0548,0,0.144,0.206,127.967,"hip hop, pop, R&B",1,0,1,0,0,1,0
Kelly Clarkson,Stronger (What Doesn't Kill You),32,221946,FALSE,2011,74,0,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,"pop, R&B",1,0,0,0,0,1,0
Drake,The Motto,9,181573,TRUE,2011,74,0,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12E-05,0.111,0.39,201.8,"hip hop, pop, R&B",1,0,1,0,0,1,0
Katy Perry,Wide Awake,10,220946,FALSE,2012,65,0,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64E-06,0.392,0.575,159.814,pop,1,0,0,0,0,0,0
Rita Ora,How We Do (Party),17,247026,TRUE,2012,48,0,0.738,0.922,7,-3.94,1,0.0833,0.0034,0,0.0986,0.689,116.024,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Rudimental,Feel the Love (feat. John Newman),33,245186,FALSE,2013,64,0,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,"pop, Dance/Electronic",1,0,0,1,0,0,0
Lana Del Rey,Ride,4,289080,TRUE,2012,66,0,0.373,0.686,0,-5.52,1,0.034,0.128,1.96E-06,0.383,0.189,93.763,pop,1,0,0,0,0,0,0
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),50,251626,FALSE,2012,69,0,0.658,0.677,5,-6.628,1,0.0393,0.248,0,0.368,0.248,124.91,"pop, R&B",1,0,0,0,0,1,0
Demi Lovato,Give Your Heart a Break,23,205346,FALSE,2011,71,0,0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,pop,1,0,0,0,0,0,0
Drake,Take Care,9,277386,TRUE,2011,75,0,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22E-05,0.0888,0.299,121.845,"hip hop, pop, R&B",1,0,1,0,0,1,0
Little Mix,Wings,5,219733,FALSE,2012,0,0,0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,114.962,pop,1,0,0,0,0,0,0
Bruno Mars,It Will Rain,12,257720,FALSE,2011,74,0,0.576,0.835,2,-6.826,1,0.0486,0.337,0,0.082,0.476,150.017,pop,1,0,0,0,0,0,0
Cher Lloyd,Want U Back,11,214013,FALSE,2011,67,0,0.696,0.893,9,-2.963,1,0.076,0.0662,0,0.473,0.573,97.954,"pop, Dance/Electronic",1,0,0,1,0,0,0
Lorde,Royals,6,190185,FALSE,2013,77,1,0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,"pop, Dance/Electronic",1,0,0,1,0,0,0
Robin Thicke,Blurred Lines,13,263053,FALSE,2013,55,0,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78E-05,0.0783,0.881,120,"pop, R&B",1,0,0,0,0,1,0
Imagine Dragons,Radioactive,11,186813,FALSE,2012,77,1,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,rock,0,1,0,0,0,0,0
Avicii,Wake Me Up,10,247426,FALSE,2013,6,0,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,"pop, Dance/Electronic",1,0,0,1,0,0,0
Bruno Mars,Locked out of Heaven,20,233478,FALSE,2012,85,1,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,pop,1,0,0,0,0,0,0
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),24,235613,TRUE,2012,1,0,0.781,0.526,6,-6.985,0,0.293,0.0619,0,0.0457,0.662,94.992,"hip hop, pop",1,0,1,0,0,0,0
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,63,248413,FALSE,2013,83,1,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,"hip hop, Dance/Electronic",0,0,1,1,0,0,0
will.i.am,Scream & Shout,14,283400,TRUE,2013,78,1,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96E-05,0.131,0.501,130.033,"hip hop, pop",1,0,1,0,0,0,0
Stromae,Papaoutai,9,232146,FALSE,2013,0,0,0.733,0.818,10,-7.222,0,0.0859,0.0241,0,0.0636,0.253,116.019,pop,1,0,0,0,0,0,0
Bingo Players,Get Up (Rattle) - Vocal Edit,28,166933,FALSE,2013,1,0,0.801,0.985,7,-2.69,1,0.0645,0.0205,6.86E-06,0.296,0.722,127.99,"pop, Dance/Electronic",1,0,0,1,0,0,0
Naughty Boy,La La La,8,220779,FALSE,2013,58,0,0.754,0.677,6,-4.399,0,0.0316,0.112,0,0.111,0.254,124.988,Dance/Electronic,0,0,0,1,0,0,0
Tom Odell,Another Love,12,244360,TRUE,2013,88,1,0.445,0.537,4,-8.532,0,0.04,0.695,1.65E-05,0.0944,0.131,122.769,pop,1,0,0,0,0,0,0
2 Chainz,We Own It (Fast & Furious),26,227906,FALSE,2013,69,0,0.563,0.902,1,-4.586,0,0.402,0.0545,0,0.0524,0.559,171.999,"hip hop, pop",1,0,1,0,0,0,0
David Guetta,Play Hard (feat. Ne-Yo & Akon),30,201000,FALSE,2012,69,0,0.691,0.921,8,-1.702,0,0.0533,0.173,0,0.331,0.8,130.072,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Pitbull,Feel This Moment (feat. Christina Aguilera),43,229506,FALSE,2012,77,1,0.673,0.758,7,-3.632,1,0.158,0.039,0,0.341,0.542,135.956,"hip hop, pop, latin",1,0,1,0,0,0,1
will.i.am,#thatPOWER,10,279506,FALSE,2013,68,0,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66E-05,0.0748,0.402,127.999,"hip hop, pop",1,0,1,0,0,0,0
Lil Wayne,Love Me,7,255053,TRUE,2013,68,0,0.669,0.634,11,-6.476,1,0.0327,0.0125,0,0.0946,0.496,124.906,"hip hop, pop",1,0,1,0,0,0,0
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),32,258342,FALSE,2012,81,1,0.641,0.922,2,-4.457,1,0.0786,0.0291,0,0.0862,0.847,146.078,"hip hop, pop",1,0,1,0,0,0,0
Martin Garrix,Animals - Radio Edit,20,176117,FALSE,2013,0,0,0.593,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.015,"pop, Dance/Electronic",1,0,0,1,0,0,0
Jason Derulo,Talk Dirty (feat. 2 Chainz),27,177685,TRUE,2013,56,0,0.76,0.652,6,-7.321,1,0.232,0.0348,0,0.307,0.759,100.315,"hip hop, pop",1,0,1,0,0,0,0
John Newman,Love Me Again,13,239894,FALSE,2013,74,0,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,set(),0,0,0,0,0,0,0
Britney Spears,Work B**ch,10,247853,TRUE,2013,0,0,0.63,0.816,9,-6.535,1,0.15,0.124,0.00111,0.0616,0.85,128.012,pop,1,0,0,0,0,0,0
The Neighbourhood,Sweater Weather,15,240400,FALSE,2013,89,1,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,"rock, pop",1,1,0,0,0,0,0
Sebastian Ingrosso,Reload - Radio Edit,19,221272,FALSE,2013,68,0,0.485,0.724,9,-4.633,0,0.0521,0.0736,0,0.0631,0.433,128.045,"pop, Dance/Electronic",1,0,0,1,0,0,0
Capital Cities,Safe And Sound,14,192693,FALSE,2013,0,0,0.652,0.783,0,-4.829,1,0.0309,0.000189,0.0173,0.0889,0.836,117.952,pop,1,0,0,0,0,0,0
Demi Lovato,Heart Attack,12,210840,FALSE,2013,79,1,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,pop,1,0,0,0,0,0,0
Arctic Monkeys,Why'd You Only Call Me When You're High?,40,161123,FALSE,2013,84,1,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,rock,0,1,0,0,0,0,0
Justin Bieber,Beauty And A Beat,17,227986,FALSE,2012,73,0,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27E-05,0.0682,0.526,128.003,pop,1,0,0,0,0,0,0
Eminem,The Monster,11,250188,TRUE,2013,75,0,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,hip hop,0,0,1,0,0,0,0
Pitbull,Don't Stop the Party (feat. TJR),32,206120,FALSE,2012,64,0,0.722,0.958,4,-3.617,1,0.0912,0.00726,0,0.375,0.952,127.008,"hip hop, pop, latin",1,0,1,0,0,0,1
Selena Gomez,Come & Get It,13,231986,FALSE,2013,69,0,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,pop,1,0,0,0,0,0,0
P!nk,True Love (feat. Lily Allen),28,230733,TRUE,2012,71,0,0.457,0.823,9,-4.76,1,0.311,0.00144,0,0.108,0.578,192.205,pop,1,0,0,0,0,0,0
Disclosure,White Noise,11,277687,FALSE,2013,54,0,0.665,0.844,10,-6.164,0,0.0501,0.00963,0.000215,0.311,0.902,119.978,"pop, Dance/Electronic",1,0,0,1,0,0,0
Flo Rida,I Cry,5,223800,FALSE,2012,60,0,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79E-06,0.315,0.763,126.035,"hip hop, pop",1,0,1,0,0,0,0
Kanye West,Black Skinhead,14,188013,TRUE,2013,0,0,0.578,0.825,1,-6.107,1,0.322,0.000986,0,0.176,0.283,130.089,hip hop,0,0,1,0,0,0,0
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,75,214912,FALSE,2013,72,0,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53E-06,0.13,0.11,126.052,pop,1,0,0,0,0,0,0
Eminem,Berzerk,7,238746,TRUE,2013,66,0,0.739,0.872,11,-4.059,0,0.333,0.0217,0,0.26,0.684,95.084,hip hop,0,0,1,0,0,0,0
Icona Pop,I Love It (feat. Charli XCX),28,157152,TRUE,2013,68,0,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64E-05,0.153,0.824,125.916,"pop, Dance/Electronic",1,0,0,1,0,0,0
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),52,186826,FALSE,2013,71,0,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32E-06,0.537,0.567,151.99,rock,0,1,0,0,0,0,0
Lorde,Team,4,193058,FALSE,2013,0,0,0.691,0.582,6,-7.444,1,0.0939,0.162,0,0.247,0.427,100.05,"pop, Dance/Electronic",1,0,0,1,0,0,0
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,57,208316,FALSE,2012,68,0,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67E-05,0.316,0.638,127.946,"pop, Dance/Electronic",1,0,0,1,0,0,0
Imagine Dragons,Demons,6,177506,FALSE,2012,81,1,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,rock,0,1,0,0,0,0,0
One Direction,One Way or Another (Teenage Kicks),34,157293,FALSE,2013,66,0,0.489,0.867,4,-3.121,0,0.071,0.025,0,0.586,0.409,162.131,pop,1,0,0,0,0,0,0
Taylor Swift,I Knew You Were Trouble.,24,219720,FALSE,2012,76,1,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25E-06,0.0335,0.679,77.019,pop,1,0,0,0,0,0,0
Arctic Monkeys,Do I Wanna Know?,16,272394,FALSE,2013,84,1,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,rock,0,1,0,0,0,0,0
Rudimental,Waiting All Night (feat. Ella Eyre),35,292586,FALSE,2013,66,0,0.544,0.728,6,-5.358,0,0.05,0.00264,0.00959,0.427,0.281,174.983,"pop, Dance/Electronic",1,0,0,1,0,0,0
Klangkarussell,Sonnentanz - Sun Don't Shine,28,238120,FALSE,2014,68,0,0.579,0.549,5,-8.262,0,0.0909,0.104,0.0202,0.0964,0.155,119.74,"pop, Dance/Electronic",1,0,0,1,0,0,0
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),45,240346,FALSE,2012,61,0,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24E-05,0.0525,0.53,128.062,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",57,233786,TRUE,2013,76,1,0.853,0.693,1,-6.87,1,0.275,0.0239,0,0.11,0.662,95.967,hip hop,0,0,1,0,0,0,0
P!nk,Try,3,247906,FALSE,2012,76,1,0.674,0.628,2,-7.079,1,0.03,0.00144,0,0.0944,0.552,103.998,pop,1,0,0,0,0,0,0
Ylvis,The Fox (What Does the Fox Say?),32,213708,FALSE,2013,63,0,0.703,0.867,6,-4.292,1,0.0453,0.107,0,0.119,0.546,128.008,hip hop,0,0,1,0,0,0,0
Ellie Goulding,Burn,4,231211,FALSE,2014,70,0,0.559,0.777,1,-5.031,1,0.0432,0.31,0,0.105,0.329,87.016,"pop, rock, Dance/Electronic",1,1,0,1,0,0,0
Baauer,Harlem Shake,12,196664,FALSE,2013,57,0,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,Dance/Electronic,0,0,0,1,0,0,0
Calvin Harris,I Need Your Love (feat. Ellie Goulding),39,234506,FALSE,2012,70,0,0.695,0.869,8,-5.066,1,0.0483,0.41,0,0.237,0.58,124.989,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Katy Perry,This Is How We Do,17,204285,FALSE,2013,60,0,0.69,0.636,9,-6.028,0,0.0457,0.0203,0,0.147,0.8,96,pop,1,0,0,0,0,0,0
AWOLNATION,Sail,4,259102,FALSE,2011,2,0,0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,"pop, rock",1,1,0,0,0,0,0
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,40,174853,FALSE,2013,27,0,0.681,0.835,0,-5.705,0,0.049,0.00176,0.00183,0.354,0.469,124.047,"pop, Dance/Electronic",1,0,0,1,0,0,0
Jason Derulo,The Other Side,14,226986,FALSE,2013,50,0,0.561,0.836,9,-3.939,1,0.1,0.0525,0,0.136,0.517,127.923,"hip hop, pop",1,0,1,0,0,0,0
Storm Queen,Look Right Through - MK Vocal Edit,34,150400,FALSE,2014,0,0,0.832,0.815,0,-8.035,0,0.081,0.00304,0.00553,0.263,0.519,119.995,Dance/Electronic,0,0,0,1,0,0,0
Calvin Harris,Sweet Nothing (feat. Florence Welch),36,212560,FALSE,2012,71,0,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Katy Perry,Unconditionally,15,228878,FALSE,2013,0,0,0.555,0.729,7,-4.813,1,0.0387,0.00357,0,0.209,0.369,129.003,pop,1,0,0,0,0,0,0
Wale,Bad (feat. Rihanna) - Remix,27,238826,TRUE,2013,61,0,0.807,0.702,6,-6.594,0,0.0748,0.307,0,0.111,0.447,114.038,"hip hop, pop, R&B",1,0,1,0,0,1,0
Ciara,Body Party,10,234040,FALSE,2013,64,0,0.577,0.576,2,-6.299,1,0.0563,0.0143,0,0.602,0.12,133.973,"pop, R&B",1,0,0,0,0,1,0
Drake,Started From the Bottom,23,174120,TRUE,2013,65,0,0.794,0.523,8,-7.829,1,0.161,0.0331,0,0.156,0.56,86.307,"hip hop, pop, R&B",1,0,1,0,0,1,0
Birdy,Wings,5,252106,FALSE,2013,48,0,0.474,0.707,7,-4.534,1,0.0253,0.0831,0,0.162,0.224,83.235,pop,1,0,0,0,0,0,0
Bastille,Of The Night,12,214205,FALSE,2013,61,0,0.67,0.829,5,-7.2,0,0.0427,0.0192,0.000225,0.089,0.349,125.01,"pop, rock",1,1,0,0,0,0,0
Olly Murs,Dear Darlin',12,206373,FALSE,2012,59,0,0.512,0.828,11,-4.672,0,0.0454,0.00627,8.73E-06,0.119,0.34,124.021,"pop, Dance/Electronic",1,0,0,1,0,0,0
Katy Perry,Roar,4,223546,FALSE,2013,73,0,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.60E-06,0.354,0.455,179.984,pop,1,0,0,0,0,0,0
Blake Shelton,Sure Be Cool If You Did,23,215720,FALSE,2013,56,0,0.576,0.726,11,-4.625,1,0.035,0.255,0,0.108,0.582,136.802,country,0,0,0,0,0,0,0
Calvin Harris,Thinking About You (feat. Ayah Marar),37,247933,FALSE,2012,65,0,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
JAY-Z,Holy Grail,10,338413,TRUE,2013,62,0,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59E-06,0.256,0.156,145.082,hip hop,0,0,1,0,0,0,0
Bridgit Mendler,Ready or Not,12,200946,FALSE,2012,72,0,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84E-05,0.107,0.748,93.043,pop,1,0,0,0,0,0,0
The Saturdays,What About Us,13,220682,FALSE,2013,61,0,0.704,0.68,7,-4.751,1,0.0581,0.0059,0,0.213,0.689,123.973,"pop, Dance/Electronic",1,0,0,1,0,0,0
Bastille,Pompeii,7,214147,FALSE,2013,74,0,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,"pop, rock",1,1,0,0,0,0,0
One Direction,Best Song Ever,14,200106,FALSE,2013,76,1,0.652,0.877,1,-2.986,1,0.0465,0.0227,0,0.0789,0.486,118.491,pop,1,0,0,0,0,0,0
Nelly,Hey Porsche,11,209466,TRUE,2013,57,0,0.726,0.795,9,-4.653,1,0.029,0.136,0,0.698,0.952,115.995,"hip hop, pop, R&B",1,0,1,0,0,1,0
Zedd,Clarity,7,271426,FALSE,2012,0,0,0.523,0.78,8,-3.464,1,0.0753,0.0366,0,0.0751,0.193,128.006,"hip hop, pop, Dance/Electronic",1,0,1,1,0,0,0
Miley Cyrus,Wrecking Ball,13,221360,FALSE,2013,77,1,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,pop,1,0,0,0,0,0,0
Chris Brown,Fine China,10,213666,FALSE,2013,0,0,0.659,0.735,10,-4.758,0,0.056,0.0466,0,0.111,0.609,104.038,"hip hop, pop, R&B",1,0,1,0,0,1,0
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),48,353893,FALSE,2013,69,0,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,"hip hop, Dance/Electronic",0,0,1,1,0,0,0
Armin van Buuren,This Is What It Feels Like,26,204360,FALSE,2013,66,0,0.551,0.833,8,-5.217,1,0.03,0.0391,2.77E-06,0.0632,0.145,129.885,"pop, Dance/Electronic",1,0,0,1,0,0,0
Justin Timberlake,Mirrors,7,484146,FALSE,2013,78,1,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,pop,1,0,0,0,0,0,0
Bruno Mars,Treasure,8,178560,TRUE,2012,78,1,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24E-05,0.324,0.937,116.017,pop,1,0,0,0,0,0,0
Of Monsters and Men,Little Talks,12,266600,FALSE,2012,79,1,0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,"pop, rock, Folk/Acoustic",1,1,0,0,1,0,0
Miley Cyrus,We Can't Stop,13,231240,FALSE,2013,78,1,0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,pop,1,0,0,0,0,0,0
J. Cole,Power Trip (feat. Miguel),25,241160,TRUE,2013,0,0,0.667,0.61,1,-7.054,1,0.217,0.322,0.000203,0.426,0.465,99.991,hip hop,0,0,1,0,0,0,0
Paramore,Still into You,14,216013,FALSE,2013,79,1,0.602,0.923,5,-3.763,1,0.044,0.0098,0,0.0561,0.765,136.01,"pop, rock",1,1,0,0,0,0,0
Christina Perri,human,5,250706,FALSE,2013,59,0,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,pop,1,0,0,0,0,0,0
Drake,"Hold On, We're Going Home",25,227880,FALSE,2013,72,0,0.773,0.414,6,-7.436,0,0.0961,0.00411,3.40E-05,0.0733,0.289,99.993,"hip hop, pop, R&B",1,0,1,0,0,1,0
James Blunt,Bonfire Heart,13,238000,FALSE,2013,0,0,0.575,0.821,0,-5.7,1,0.0527,0.181,0,0.124,0.449,118.021,pop,1,0,0,0,0,0,0
Maroon 5,Daylight,8,225066,FALSE,2012,66,0,0.656,0.674,7,-5.473,1,0.0269,0.00242,0,0.255,0.369,120.001,pop,1,0,0,0,0,0,0
Childish Gambino,3005,4,235662,TRUE,2013,0,0,0.681,0.463,6,-6.542,0,0.289,0.128,0,0.0769,0.661,82.92,hip hop,0,0,1,0,0,0,0
Avril Lavigne,Here's to Never Growing Up,26,214080,TRUE,2013,0,0,0.483,0.871,0,-3.084,1,0.101,0.015,0,0.415,0.716,164.986,pop,1,0,0,0,0,0,0
Taylor Swift,22,2,232120,FALSE,2012,68,0,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987,pop,1,0,0,0,0,0,0
Passenger,Let Her Go,10,252866,FALSE,2012,73,0,0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,pop,1,0,0,0,0,0,0
